token_id,display_name,sampled_at_ms,fetch_status,fetch_error_message,five_hour_utilization,five_hour_resets_at,seven_day_utilization,seven_day_resets_at
tok-00050005,prod-token-6,1779440400000,ok,,19.6,2026-05-22T12:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779444000000,ok,,27.6,2026-05-22T12:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779447600000,ok,,34.8,2026-05-22T12:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779451200000,ok,,7.8,2026-05-22T17:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779454800000,ok,,12.3,2026-05-22T17:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779458400000,ok,,19.7,2026-05-22T17:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779462000000,ok,,24.6,2026-05-22T17:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779465600000,ok,,27.9,2026-05-22T17:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779469200000,ok,,12.2,2026-05-22T22:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779472800000,ok,,22.9,2026-05-22T22:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779476400000,ok,,32.7,2026-05-22T22:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779480000000,ok,,36.5,2026-05-22T22:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779483600000,ok,,47.4,2026-05-22T22:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779487200000,ok,,9.1,2026-05-23T03:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779490800000,ok,,17.5,2026-05-23T03:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779494400000,ok,,20.6,2026-05-23T03:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779498000000,ok,,28.6,2026-05-23T03:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779501600000,ok,,33.3,2026-05-23T03:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779505200000,ok,,12.0,2026-05-23T08:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779508800000,ok,,18.2,2026-05-23T08:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779512400000,ok,,23.5,2026-05-23T08:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779516000000,ok,,30.4,2026-05-23T08:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779519600000,ok,,42.7,2026-05-23T08:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779523200000,ok,,7.8,2026-05-23T13:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779526800000,ok,,20.3,2026-05-23T13:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779530400000,ok,,23.9,2026-05-23T13:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779534000000,ok,,29.6,2026-05-23T13:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779537600000,ok,,36.8,2026-05-23T13:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779541200000,ok,,9.4,2026-05-23T18:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779544800000,ok,,20.5,2026-05-23T18:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779548400000,ok,,33.3,2026-05-23T18:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779552000000,ok,,40.3,2026-05-23T18:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779555600000,ok,,50.3,2026-05-23T18:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779559200000,ok,,7.8,2026-05-23T23:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779562800000,ok,,13.7,2026-05-23T23:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779566400000,ok,,23.4,2026-05-23T23:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779570000000,ok,,36.6,2026-05-23T23:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779573600000,ok,,49.7,2026-05-23T23:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779577200000,ok,,3.0,2026-05-24T04:00:00Z,100.0,2026-05-24T00:00:00Z
tok-00050005,prod-token-6,1779580800000,ok,,14.8,2026-05-24T04:00:00Z,0.8,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779584400000,ok,,25.9,2026-05-24T04:00:00Z,2.6,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779588000000,ok,,38.0,2026-05-24T04:00:00Z,4.1,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779591600000,ok,,44.0,2026-05-24T04:00:00Z,4.8,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779595200000,ok,,10.5,2026-05-24T09:00:00Z,6.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779598800000,ok,,17.9,2026-05-24T09:00:00Z,6.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779602400000,ok,,26.8,2026-05-24T09:00:00Z,8.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779606000000,ok,,36.1,2026-05-24T09:00:00Z,8.8,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779609600000,ok,,47.4,2026-05-24T09:00:00Z,10.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779613200000,ok,,3.7,2026-05-24T14:00:00Z,12.2,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779616800000,ok,,9.8,2026-05-24T14:00:00Z,13.6,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779620400000,ok,,20.4,2026-05-24T14:00:00Z,14.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779624000000,ok,,28.7,2026-05-24T14:00:00Z,15.6,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779627600000,ok,,33.9,2026-05-24T14:00:00Z,16.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779631200000,ok,,4.3,2026-05-24T19:00:00Z,17.8,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779634800000,ok,,13.7,2026-05-24T19:00:00Z,18.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779638400000,ok,,21.9,2026-05-24T19:00:00Z,20.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779642000000,ok,,27.2,2026-05-24T19:00:00Z,20.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779645600000,ok,,37.8,2026-05-24T19:00:00Z,21.7,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779649200000,ok,,9.4,2026-05-25T00:00:00Z,22.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779652800000,ok,,17.3,2026-05-25T00:00:00Z,23.7,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779656400000,ok,,24.9,2026-05-25T00:00:00Z,24.7,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779660000000,ok,,28.5,2026-05-25T00:00:00Z,25.8,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779663600000,ok,,35.6,2026-05-25T00:00:00Z,26.2,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779667200000,ok,,4.1,2026-05-25T05:00:00Z,27.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779670800000,ok,,12.4,2026-05-25T05:00:00Z,28.2,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779674400000,ok,,18.8,2026-05-25T05:00:00Z,29.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779678000000,ok,,25.4,2026-05-25T05:00:00Z,31.1,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779681600000,ok,,31.1,2026-05-25T05:00:00Z,32.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779685200000,ok,,8.9,2026-05-25T10:00:00Z,32.6,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779688800000,ok,,13.0,2026-05-25T10:00:00Z,34.1,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779692400000,ok,,21.4,2026-05-25T10:00:00Z,35.2,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779696000000,ok,,30.4,2026-05-25T10:00:00Z,35.7,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779699600000,ok,,40.2,2026-05-25T10:00:00Z,36.6,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779703200000,ok,,8.8,2026-05-25T15:00:00Z,37.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779706800000,ok,,13.2,2026-05-25T15:00:00Z,39.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779710400000,ok,,25.4,2026-05-25T15:00:00Z,39.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779714000000,ok,,34.4,2026-05-25T15:00:00Z,41.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779717600000,ok,,39.0,2026-05-25T15:00:00Z,42.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779721200000,ok,,9.4,2026-05-25T20:00:00Z,43.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779724800000,ok,,22.5,2026-05-25T20:00:00Z,44.3,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779728400000,ok,,29.6,2026-05-25T20:00:00Z,45.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779732000000,ok,,40.4,2026-05-25T20:00:00Z,45.6,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779735600000,ok,,47.8,2026-05-25T20:00:00Z,46.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779739200000,ok,,5.1,2026-05-26T01:00:00Z,46.6,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779742800000,ok,,13.7,2026-05-26T01:00:00Z,48.2,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779746400000,ok,,27.4,2026-05-26T01:00:00Z,49.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779750000000,ok,,34.1,2026-05-26T01:00:00Z,50.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779753600000,ok,,44.5,2026-05-26T01:00:00Z,52.6,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779757200000,ok,,4.5,2026-05-26T06:00:00Z,53.3,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779760800000,ok,,8.6,2026-05-26T06:00:00Z,54.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779764400000,ok,,13.3,2026-05-26T06:00:00Z,54.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779768000000,ok,,21.5,2026-05-26T06:00:00Z,55.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779771600000,ok,,25.4,2026-05-26T06:00:00Z,56.2,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779775200000,ok,,9.5,2026-05-26T11:00:00Z,56.7,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779778800000,ok,,13.5,2026-05-26T11:00:00Z,58.3,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779782400000,ok,,21.2,2026-05-26T11:00:00Z,58.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779786000000,ok,,33.5,2026-05-26T11:00:00Z,60.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779789600000,ok,,37.9,2026-05-26T11:00:00Z,61.6,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779793200000,ok,,6.1,2026-05-26T16:00:00Z,61.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779796800000,ok,,12.6,2026-05-26T16:00:00Z,63.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779800400000,ok,,22.0,2026-05-26T16:00:00Z,64.1,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779804000000,ok,,27.0,2026-05-26T16:00:00Z,65.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779807600000,ok,,31.5,2026-05-26T16:00:00Z,65.3,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779811200000,ok,,13.6,2026-05-26T21:00:00Z,66.7,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779814800000,ok,,24.9,2026-05-26T21:00:00Z,68.3,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779818400000,ok,,29.2,2026-05-26T21:00:00Z,68.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779822000000,ok,,38.0,2026-05-26T21:00:00Z,69.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779825600000,ok,,47.4,2026-05-26T21:00:00Z,70.1,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779829200000,ok,,10.1,2026-05-27T02:00:00Z,71.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779832800000,ok,,18.7,2026-05-27T02:00:00Z,72.7,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779836400000,ok,,23.0,2026-05-27T02:00:00Z,73.3,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779840000000,ok,,28.7,2026-05-27T02:00:00Z,74.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779843600000,ok,,35.4,2026-05-27T02:00:00Z,76.1,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779847200000,ok,,10.5,2026-05-27T07:00:00Z,76.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779850800000,ok,,15.9,2026-05-27T07:00:00Z,77.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779854400000,ok,,23.3,2026-05-27T07:00:00Z,78.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779858000000,ok,,29.5,2026-05-27T07:00:00Z,79.9,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779861600000,ok,,41.3,2026-05-27T07:00:00Z,80.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779865200000,ok,,9.4,2026-05-27T12:00:00Z,81.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779868800000,ok,,14.5,2026-05-27T12:00:00Z,82.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779872400000,ok,,18.1,2026-05-27T12:00:00Z,83.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779876000000,ok,,31.6,2026-05-27T12:00:00Z,84.2,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779879600000,ok,,42.9,2026-05-27T12:00:00Z,85.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779883200000,ok,,8.2,2026-05-27T17:00:00Z,87.1,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779886800000,ok,,20.2,2026-05-27T17:00:00Z,87.8,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779890400000,ok,,29.5,2026-05-27T17:00:00Z,89.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779894000000,ok,,36.5,2026-05-27T17:00:00Z,90.3,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779897600000,ok,,48.6,2026-05-27T17:00:00Z,91.1,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779901200000,ok,,12.2,2026-05-27T22:00:00Z,91.5,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779904800000,ok,,22.8,2026-05-27T22:00:00Z,93.3,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779908400000,ok,,36.6,2026-05-27T22:00:00Z,94.3,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779912000000,ok,,48.5,2026-05-27T22:00:00Z,95.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779915600000,ok,,52.2,2026-05-27T22:00:00Z,96.4,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779919200000,ok,,12.9,2026-05-28T03:00:00Z,98.2,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779922800000,ok,,19.9,2026-05-28T03:00:00Z,98.8,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779926400000,ok,,30.0,2026-05-28T03:00:00Z,99.2,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779930000000,ok,,43.0,2026-05-28T03:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779933600000,ok,,47.2,2026-05-28T03:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779937200000,ok,,13.9,2026-05-28T08:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779940800000,ok,,21.4,2026-05-28T08:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779944400000,ok,,28.4,2026-05-28T08:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779948000000,ok,,36.3,2026-05-28T08:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779951600000,ok,,42.3,2026-05-28T08:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779955200000,ok,,7.8,2026-05-28T13:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779958800000,ok,,13.3,2026-05-28T13:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779962400000,ok,,22.7,2026-05-28T13:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779966000000,ok,,35.9,2026-05-28T13:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779969600000,ok,,45.9,2026-05-28T13:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779973200000,ok,,9.1,2026-05-28T18:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779976800000,ok,,14.8,2026-05-28T18:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779980400000,ok,,27.5,2026-05-28T18:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779984000000,ok,,41.4,2026-05-28T18:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779987600000,ok,,50.9,2026-05-28T18:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779991200000,ok,,6.7,2026-05-28T23:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779994800000,ok,,16.8,2026-05-28T23:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1779998400000,ok,,27.5,2026-05-28T23:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780002000000,ok,,32.6,2026-05-28T23:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780005600000,ok,,45.9,2026-05-28T23:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780009200000,ok,,5.3,2026-05-29T04:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780012800000,ok,,12.9,2026-05-29T04:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780016400000,ok,,24.1,2026-05-29T04:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780020000000,ok,,33.5,2026-05-29T04:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780023600000,ok,,37.6,2026-05-29T04:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780027200000,ok,,4.6,2026-05-29T09:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780030800000,ok,,14.1,2026-05-29T09:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780034400000,ok,,23.8,2026-05-29T09:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780038000000,ok,,32.8,2026-05-29T09:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780041600000,ok,,40.4,2026-05-29T09:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780045200000,ok,,5.5,2026-05-29T14:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780048800000,ok,,9.4,2026-05-29T14:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780052400000,ok,,21.0,2026-05-29T14:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780056000000,ok,,31.6,2026-05-29T14:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780059600000,ok,,37.3,2026-05-29T14:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780063200000,ok,,5.3,2026-05-29T19:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780066800000,ok,,8.9,2026-05-29T19:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780070400000,ok,,20.5,2026-05-29T19:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780074000000,ok,,33.8,2026-05-29T19:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780077600000,ok,,43.6,2026-05-29T19:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780081200000,ok,,13.5,2026-05-30T00:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780084800000,ok,,16.8,2026-05-30T00:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780088400000,ok,,24.0,2026-05-30T00:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780092000000,ok,,29.3,2026-05-30T00:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780095600000,ok,,33.6,2026-05-30T00:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780099200000,ok,,11.6,2026-05-30T05:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780102800000,ok,,17.9,2026-05-30T05:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780106400000,ok,,25.3,2026-05-30T05:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780110000000,ok,,31.3,2026-05-30T05:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780113600000,ok,,40.7,2026-05-30T05:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780117200000,ok,,4.8,2026-05-30T10:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780120800000,ok,,11.1,2026-05-30T10:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780124400000,ok,,16.3,2026-05-30T10:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780128000000,ok,,25.9,2026-05-30T10:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780131600000,ok,,37.1,2026-05-30T10:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780135200000,ok,,11.9,2026-05-30T15:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780138800000,ok,,18.2,2026-05-30T15:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780142400000,ok,,30.2,2026-05-30T15:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780146000000,ok,,42.5,2026-05-30T15:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780149600000,ok,,52.9,2026-05-30T15:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780153200000,ok,,7.5,2026-05-30T20:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780156800000,ok,,18.5,2026-05-30T20:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780160400000,ok,,22.4,2026-05-30T20:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780164000000,ok,,36.3,2026-05-30T20:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780167600000,ok,,46.8,2026-05-30T20:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780171200000,ok,,5.4,2026-05-31T01:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780174800000,ok,,9.6,2026-05-31T01:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780178400000,ok,,16.9,2026-05-31T01:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780182000000,ok,,28.5,2026-05-31T01:00:00Z,100.0,2026-05-31T00:00:00Z
tok-00050005,prod-token-6,1780185600000,ok,,32.8,2026-05-31T01:00:00Z,1.5,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780189200000,ok,,5.7,2026-05-31T06:00:00Z,2.7,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780192800000,ok,,16.8,2026-05-31T06:00:00Z,3.0,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780196400000,ok,,28.1,2026-05-31T06:00:00Z,3.6,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780200000000,ok,,33.6,2026-05-31T06:00:00Z,5.4,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780203600000,ok,,39.0,2026-05-31T06:00:00Z,7.0,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780207200000,ok,,7.6,2026-05-31T11:00:00Z,8.1,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780210800000,ok,,19.4,2026-05-31T11:00:00Z,9.8,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780214400000,ok,,25.4,2026-05-31T11:00:00Z,11.3,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780218000000,ok,,31.5,2026-05-31T11:00:00Z,12.8,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780221600000,ok,,40.5,2026-05-31T11:00:00Z,14.2,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780225200000,ok,,4.0,2026-05-31T16:00:00Z,14.6,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780228800000,ok,,7.8,2026-05-31T16:00:00Z,15.5,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780232400000,ok,,17.4,2026-05-31T16:00:00Z,15.9,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780236000000,ok,,31.3,2026-05-31T16:00:00Z,17.5,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780239600000,ok,,35.3,2026-05-31T16:00:00Z,18.4,2026-06-07T00:00:00Z
tok-00050005,prod-token-6,1780243200000,ok,,13.7,2026-05-31T21:00:00Z,19.6,2026-06-07T00:00:00Z
